block_id,hour,lighting_score,police_stn_dist,past_incidents,crowd_density,risk_score
13,8,7,0.42,50,10,100.0
43,9,5,8.9,2,9,67.61
46,20,8,7.78,42,10,100.0
4,1,7,4.85,30,10,100.0
23,15,0,8.26,27,2,100.0
34,3,0,0.72,46,2,100.0
62,16,5,0.79,14,9,68.12
96,9,6,4.2,35,10,100.0
73,13,0,3.45,29,7,100.0
64,3,0,5.44,8,3,100.0
50,20,7,0.89,32,4,97.19
1,1,7,3.01,30,7,100.0
67,3,8,8.46,49,3,100.0
78,13,4,2.31,46,7,100.0
28,14,0,8.92,46,3,100.0
52,1,4,5.13,49,4,100.0
22,19,0,1.1,29,8,100.0
92,17,2,2.53,20,8,100.0
51,12,0,9.39,21,8,100.0
15,0,3,1.34,29,0,100.0
14,14,10,3.85,22,7,69.86
9,20,10,4.19,2,0,51.77
14,11,8,1.23,31,3,93.31
21,12,8,7.7,40,3,100.0
31,1,8,4.23,15,2,100.0
13,6,8,8.0,43,1,100.0
87,20,1,9.36,18,2,100.0
25,20,7,2.63,46,5,100.0
9,22,4,7.52,17,7,100.0
14,8,0,0.95,26,9,100.0
55,2,0,6.29,13,2,100.0
87,17,7,3.12,0,3,35.41
14,2,6,9.28,14,3,100.0
30,2,5,3.7,44,5,100.0
51,1,3,6.83,5,9,100.0
39,19,3,6.19,6,10,86.93
62,5,3,4.62,15,3,94.88
87,15,5,2.17,0,8,43.79
83,19,9,9.48,20,4,100.0
50,11,3,2.25,5,9,64.95
36,8,9,9.12,32,6,100.0
5,3,6,5.24,30,1,100.0
79,18,3,7.47,26,3,100.0
89,18,10,0.39,41,0,100.0
44,5,4,6.22,23,10,100.0
59,5,10,3.6,24,6,65.99
89,16,10,8.13,44,3,100.0
16,21,9,9.29,0,7,73.93
11,6,7,4.4,0,3,49.12
29,23,8,8.76,6,2,100.0
89,21,5,7.38,36,2,100.0
32,4,6,8.06,32,4,100.0
39,4,3,4.28,31,9,100.0
24,10,2,7.47,28,4,100.0
6,4,6,4.45,45,10,100.0
98,14,5,1.16,14,8,75.06
71,22,6,6.09,50,6,100.0
83,7,10,8.65,29,1,100.0
78,17,3,3.23,25,7,100.0
76,11,6,1.48,4,0,51.8
16,7,10,1.45,35,2,97.31
99,17,6,1.02,9,2,55.29
83,19,8,9.78,20,5,100.0
42,4,2,1.02,27,7,100.0
31,3,6,3.57,18,2,100.0
2,11,4,6.23,42,7,100.0
12,5,7,4.9,23,9,85.36
67,3,0,1.88,41,4,100.0
78,7,0,2.88,12,0,92.89
41,4,5,6.49,29,4,100.0
56,10,2,4.91,29,10,100.0
23,9,0,9.74,50,4,100.0
82,21,7,6.32,1,3,70.41
34,13,4,7.71,3,10,65.13
23,20,1,6.26,29,2,100.0
98,10,1,8.72,46,10,100.0
62,17,1,8.32,18,0,100.0
50,2,0,8.44,2,4,100.0
54,8,3,9.98,21,7,100.0
60,12,10,9.53,45,9,100.0
52,22,3,0.16,17,4,100.0
98,17,3,2.89,28,10,100.0
5,16,8,5.85,41,3,100.0
32,20,7,1.19,38,2,100.0
61,11,0,9.66,7,6,100.0
52,4,4,6.2,26,7,100.0
24,5,9,5.67,33,1,100.0
89,16,2,7.56,46,2,100.0
73,12,7,1.83,47,6,100.0
87,16,1,4.15,8,6,86.94
100,13,9,6.46,30,1,100.0
99,16,7,5.5,48,10,100.0
25,19,0,5.93,39,7,100.0
25,11,4,0.98,43,3,100.0
1,22,0,1.91,31,1,100.0
84,4,0,8.09,46,3,100.0
54,21,2,2.12,33,6,100.0
6,2,8,8.96,33,8,100.0
61,2,0,7.53,30,6,100.0
89,20,10,4.8,26,4,94.8
60,3,7,6.72,30,6,100.0
7,14,2,4.88,49,6,100.0
52,0,10,9.89,20,2,100.0
43,3,10,7.84,37,10,100.0
42,23,10,5.46,16,5,94.3
4,22,8,9.73,18,9,100.0
50,7,6,8.95,50,1,100.0
82,23,2,8.13,32,4,100.0
94,22,2,0.45,22,0,100.0
77,2,8,7.72,21,0,100.0
30,21,10,6.06,15,4,85.04
63,21,0,2.94,3,2,73.76
17,17,5,4.04,39,8,100.0
66,19,0,8.22,44,6,100.0
5,2,7,8.2,33,8,100.0
54,22,10,0.83,10,8,65.34
81,9,0,3.73,36,4,100.0
6,9,8,7.94,31,3,100.0
63,15,6,7.59,10,0,81.08
48,23,1,8.25,27,4,100.0
11,21,9,4.02,36,5,100.0
99,8,8,5.54,9,0,63.57
42,6,8,3.33,46,6,100.0
30,15,6,0.48,21,4,81.57
99,6,5,9.44,17,9,100.0
70,1,9,2.02,10,1,86.85
13,16,4,9.69,13,9,100.0
20,7,5,6.29,11,6,89.89
97,8,9,0.93,10,8,45.84
7,2,2,8.6,40,8,100.0
67,19,5,3.42,27,3,100.0
25,10,7,9.98,38,5,100.0
81,14,4,8.45,10,4,91.71
78,4,5,3.75,8,0,100.0
54,20,9,7.46,8,1,74.16
91,11,4,1.67,47,8,100.0
46,10,4,8.06,41,9,100.0
82,18,9,6.49,28,6,100.0
40,5,7,0.16,16,6,67.5
80,22,3,0.34,42,1,100.0
100,1,5,6.65,2,0,100.0
42,14,5,4.86,6,10,64.23
97,0,1,1.47,33,8,100.0
46,21,7,0.6,44,2,100.0
68,21,8,0.81,49,2,100.0
7,13,8,4.76,8,2,68.78
68,1,0,8.38,14,3,100.0
3,14,4,3.33,12,8,76.2
69,21,0,4.24,40,7,100.0
92,23,8,7.2,7,2,100.0
45,9,3,4.21,47,3,100.0
98,23,0,5.13,20,4,100.0
39,11,4,3.25,35,9,100.0
18,17,0,7.05,4,9,96.25
17,11,0,4.01,30,0,100.0
100,12,10,3.19,13,8,46.24
14,2,0,7.99,15,6,100.0
21,12,10,6.13,15,1,64.97
26,1,6,6.96,48,2,100.0
17,4,9,7.96,6,10,75.03
32,5,10,1.2,17,4,62.06
43,3,4,8.67,45,2,100.0
45,16,5,2.12,38,2,100.0
89,4,4,5.2,16,6,100.0
6,21,5,6.62,40,4,100.0
100,7,1,6.81,29,1,100.0
14,22,0,9.62,7,1,100.0
89,16,8,2.46,50,1,100.0
29,10,9,6.73,43,7,100.0
30,10,9,4.54,1,8,49.5
61,14,5,1.15,6,1,47.63
97,11,4,2.08,0,1,58.33
41,5,0,7.94,37,9,100.0
38,7,6,5.26,24,2,95.29
72,19,10,6.99,16,6,76.32
15,1,5,2.48,41,0,100.0
61,19,3,4.06,47,7,100.0
66,9,2,2.94,38,7,100.0
21,7,3,1.66,34,8,100.0
54,18,8,9.2,11,3,80.34
26,8,6,6.97,9,4,74.85
71,17,6,2.92,20,4,78.5
49,15,7,9.17,0,0,61.33
92,1,2,6.95,4,8,100.0
74,3,8,1.1,18,3,90.2
95,17,9,1.76,20,7,56.26
82,19,8,5.71,6,6,68.12
2,13,10,0.89,49,9,100.0
93,14,10,9.32,44,10,100.0
54,11,2,2.2,9,6,82.78
14,6,8,9.79,44,10,100.0
27,7,6,0.28,16,5,72.24
48,15,10,0.38,3,0,33.1
98,21,5,6.65,22,9,100.0
3,14,2,1.08,43,0,100.0
84,23,9,6.06,31,3,100.0
90,12,6,5.69,31,5,100.0
45,20,0,0.56,21,9,100.0
49,4,1,8.26,18,10,100.0
6,1,9,1.18,30,8,100.0
77,3,9,8.65,30,6,100.0
11,11,3,7.37,0,6,64.67
100,0,1,5.2,1,5,93.17
52,7,0,6.46,35,4,100.0
27,8,5,8.97,46,3,100.0
72,13,7,7.78,22,1,100.0
18,22,0,9.8,28,7,100.0
52,18,2,4.05,14,4,93.52
54,16,4,4.36,14,8,81.69
52,14,6,3.67,40,2,100.0
78,22,8,3.94,41,1,100.0
66,23,3,9.14,29,1,100.0
3,9,8,6.9,44,1,100.0
65,21,2,4.46,22,10,100.0
79,5,6,9.43,45,6,100.0
16,17,3,2.22,20,0,91.67
10,7,8,5.34,5,1,61.13
51,23,2,7.13,5,9,100.0
29,1,7,4.92,37,0,100.0
29,19,8,0.2,48,0,100.0
1,22,7,4.97,22,10,100.0
88,17,1,5.78,32,8,100.0
97,1,6,6.74,11,0,100.0
59,5,5,7.03,15,3,93.18
53,0,3,7.92,41,9,100.0
79,16,1,2.81,50,9,100.0
1,23,2,5.96,15,7,100.0
41,3,4,3.71,7,4,99.39
91,16,8,3.95,6,0,46.86
96,5,0,5.16,6,0,85.56
95,15,7,9.96,46,10,100.0
28,13,2,9.13,49,5,100.0
37,7,10,8.13,14,4,87.94
39,7,2,7.38,41,7,100.0
37,16,2,0.34,5,5,62.1
65,17,9,4.36,43,6,100.0
65,20,6,0.84,1,6,54.96
55,13,7,3.55,35,8,100.0
28,13,6,7.02,19,10,100.0
79,14,7,3.13,10,7,62.54
75,12,2,6.58,13,1,100.0
31,5,5,8.28,14,10,96.17
20,3,9,9.84,18,0,100.0
18,15,6,3.5,24,7,98.69
15,9,1,6.74,28,2,100.0
50,1,9,1.55,47,9,100.0
84,19,5,4.19,31,3,100.0
98,2,5,8.83,22,6,100.0
30,6,9,1.96,2,8,37.77
88,16,2,8.73,13,7,100.0
65,9,6,3.17,16,9,85.88
13,18,8,6.99,35,2,100.0
18,15,10,5.95,24,6,89.19
32,13,2,8.92,1,4,75.3
14,10,2,2.11,45,2,100.0
96,12,1,1.92,21,7,100.0
83,7,3,2.32,6,1,71.21
59,2,10,8.53,28,5,100.0
44,0,3,1.64,2,9,81.56
85,10,1,0.85,47,7,100.0
68,21,8,9.12,41,3,100.0
78,11,7,2.21,50,2,100.0
51,2,0,6.52,4,9,100.0
68,13,5,1.6,49,3,100.0
64,23,1,3.94,2,3,97.07
21,23,10,7.73,42,3,100.0
56,9,0,9.9,27,8,100.0
95,2,4,4.86,42,6,100.0
43,5,10,9.81,5,9,61.53
54,14,4,7.39,0,3,68.63
73,8,9,1.08,8,9,40.61
71,22,4,6.15,42,2,100.0
68,0,7,7.46,44,0,100.0
54,14,0,5.43,11,4,95.9
82,0,6,8.27,36,4,100.0
3,1,10,4.94,36,3,100.0
48,22,0,2.91,11,4,100.0
43,9,8,9.55,34,3,100.0
87,5,1,1.34,4,2,71.11
81,2,8,5.03,44,1,100.0
14,8,3,6.06,40,10,100.0
65,22,6,6.72,29,8,100.0
85,18,0,0.46,0,1,72.69
29,20,4,0.99,33,7,100.0
62,5,8,7.93,20,0,92.51
86,17,7,9.02,16,6,82.18
45,23,9,6.62,42,0,100.0
65,17,1,5.61,35,9,100.0
85,4,8,9.88,16,8,100.0
41,11,4,2.18,21,10,84.93
89,10,4,7.55,6,1,84.21
50,13,7,6.68,19,7,86.89
52,15,10,0.1,21,0,69.97
41,14,5,2.04,28,4,99.44
76,14,9,4.29,20,8,68.33
32,15,5,9.24,48,1,100.0
83,18,5,9.8,29,7,100.0
15,20,7,5.61,31,5,100.0
81,4,9,8.5,26,5,100.0
69,7,10,8.0,4,5,52.8
16,18,6,0.94,25,1,100.0
55,21,5,8.6,39,2,100.0
5,7,10,0.14,24,4,75.66
38,23,8,7.54,17,8,100.0
39,11,5,1.3,39,1,100.0
33,3,4,2.82,32,2,100.0
63,14,0,1.36,16,7,97.38
63,10,3,6.22,26,0,100.0
88,12,3,3.91,4,8,62.94
27,0,3,2.72,35,10,100.0
25,3,4,1.24,43,1,100.0
64,16,9,5.9,8,9,57.86
28,10,0,9.49,33,5,100.0
2,22,0,1.65,28,4,100.0
86,3,7,6.81,35,7,100.0
20,7,5,4.59,10,6,78.22
16,20,1,8.64,44,2,100.0
21,20,6,1.55,15,2,71.42
72,19,1,9.87,27,2,100.0
60,3,2,3.72,31,4,100.0
62,16,6,0.52,22,5,78.31
7,13,4,6.26,32,9,100.0
90,14,0,5.29,24,4,100.0
12,18,5,3.58,15,4,86.13
18,18,5,6.76,40,9,100.0
30,16,6,6.01,33,7,100.0
34,21,9,8.15,36,4,100.0
42,17,4,7.96,14,3,92.27
76,22,3,0.23,44,6,100.0
95,21,10,3.61,1,2,40.1
53,19,1,3.41,25,3,100.0
97,8,1,1.66,4,9,77.35
3,2,2,2.51,36,1,100.0
26,5,5,7.41,31,8,100.0
5,6,2,9.28,13,10,100.0
68,5,5,4.89,38,10,100.0
52,3,9,4.04,21,7,97.38
25,15,7,7.01,31,1,100.0
100,17,10,9.52,48,4,100.0
15,11,3,0.27,38,5,100.0
90,0,9,8.63,11,0,100.0
70,6,5,5.83,16,6,94.58
59,10,9,7.66,4,2,56.34
44,16,5,3.5,44,1,100.0
98,20,2,3.31,45,8,100.0
36,16,10,7.73,11,6,67.14
12,23,1,9.88,44,1,100.0
76,8,9,0.65,4,5,39.19
58,9,4,6.83,8,4,86.34
4,20,9,1.97,22,2,82.76
56,20,9,6.49,13,6,79.25
44,10,5,6.53,27,1,100.0
8,13,3,7.07,34,6,100.0
11,15,2,7.78,48,1,100.0
5,22,8,7.1,38,0,100.0
54,10,9,0.21,0,7,30.25
6,12,0,2.3,43,4,100.0
28,21,4,3.15,6,8,78.27
87,1,5,6.93,28,2,100.0
44,19,5,9.92,9,9,97.64
74,23,2,6.12,32,2,100.0
40,12,10,0.64,45,5,100.0
35,3,9,9.26,4,9,82.93
68,13,8,4.63,24,5,89.23
7,20,4,6.52,32,10,100.0
45,10,6,8.66,11,5,81.8
50,14,0,5.77,46,6,100.0
25,5,10,1.64,30,0,93.67
65,17,2,8.2,43,9,100.0
67,21,2,9.48,24,1,100.0
98,5,0,2.67,11,8,93.46
43,6,6,2.33,18,3,76.48
34,0,5,4.34,37,6,100.0
99,17,9,1.96,4,3,39.35
86,3,3,9.08,21,4,100.0
72,0,0,3.21,4,8,98.71
1,12,3,4.62,39,1,100.0
6,3,10,7.77,48,9,100.0
11,8,8,8.15,20,3,88.29
100,22,9,5.93,10,6,86.45
6,4,7,2.1,12,6,83.72
48,20,1,0.13,46,9,100.0
36,17,2,9.87,13,3,100.0
39,13,5,9.05,19,9,100.0
26,15,9,1.45,25,4,79.55
28,22,3,2.02,6,7,93.56
78,13,7,3.94,33,4,100.0
21,13,7,2.22,32,1,100.0
53,4,0,4.17,16,5,100.0
23,1,2,7.14,24,5,100.0
25,15,6,7.58,16,2,84.55
77,18,10,2.93,45,2,100.0
47,7,7,9.77,10,8,85.75
63,19,6,0.11,22,10,86.51
9,2,0,6.14,50,9,100.0
61,1,10,5.85,40,9,100.0
60,19,3,1.24,29,10,100.0
73,9,8,4.6,37,6,100.0
34,23,8,2.75,44,10,100.0
35,19,3,3.08,15,4,93.31
15,22,2,4.49,7,2,100.0
84,9,3,1.65,13,5,80.47
67,10,3,4.75,11,2,87.86
68,5,9,5.54,37,5,100.0
32,11,2,5.23,3,10,80.96
79,4,3,7.1,26,1,100.0
1,0,6,6.87,37,10,100.0
45,6,0,4.84,15,3,100.0
16,20,0,8.7,31,7,100.0
65,22,6,1.13,23,0,100.0
1,21,10,3.28,31,10,98.01
94,9,1,6.72,22,6,100.0
12,13,2,8.16,29,6,100.0
97,12,9,1.99,16,6,60.03
73,23,7,7.1,14,7,100.0
38,21,10,5.54,43,7,100.0
46,11,8,1.26,3,0,28.18
38,23,1,5.23,45,0,100.0
69,20,1,7.03,33,1,100.0
13,2,7,1.81,44,5,100.0
66,3,1,7.14,43,10,100.0
8,6,2,9.08,0,5,72.96
35,21,1,0.16,41,4,100.0
74,9,5,9.06,18,6,100.0
14,13,6,7.81,1,5,60.03
32,8,0,8.11,45,0,100.0
91,7,5,6.86,23,10,100.0
31,8,7,9.23,47,5,100.0
47,4,7,9.13,7,5,100.0
36,11,0,1.92,3,4,70.1
72,10,6,7.52,25,2,100.0
88,14,7,1.79,12,1,55.94
46,15,8,2.89,11,2,54.54
17,0,9,4.34,16,9,100.0
12,6,2,2.86,8,1,82.8
33,9,7,8.76,20,6,91.52
43,21,1,7.6,50,3,100.0
84,12,4,3.83,0,4,57.9
61,14,0,6.25,32,6,100.0
95,7,5,0.91,29,0,100.0
17,22,9,7.23,48,1,100.0
42,21,0,9.47,20,6,100.0
8,23,4,2.76,20,3,100.0
16,21,3,8.7,42,3,100.0
78,22,0,0.57,31,7,100.0
27,11,9,1.17,50,8,100.0
87,7,5,5.41,34,5,100.0
77,6,0,0.73,21,10,100.0
31,11,8,4.49,20,4,96.4
17,10,3,6.25,32,2,100.0
62,3,8,5.68,19,8,100.0
2,23,8,4.5,29,1,100.0
64,17,0,7.64,9,3,100.0
74,7,9,0.35,50,2,100.0
2,12,4,5.82,20,7,100.0
68,2,6,7.04,27,2,100.0
7,7,6,4.53,1,5,45.94
4,11,1,4.85,43,9,100.0
22,10,7,2.38,39,6,100.0
88,17,9,6.0,14,6,72.78
27,19,5,8.93,4,10,80.2
73,4,10,3.62,25,6,100.0
32,0,5,2.86,50,5,100.0
89,6,9,1.68,3,7,39.92
47,10,6,2.32,27,8,100.0
55,16,1,0.89,33,0,100.0
71,1,1,5.25,35,8,100.0
39,14,8,6.53,22,8,88.04
47,9,6,2.93,20,7,78.5
31,6,4,9.03,10,10,90.0
19,19,8,1.51,30,4,100.0
67,7,5,1.3,7,4,70.03
54,15,9,7.98,35,3,100.0
27,9,2,2.75,4,8,61.36
14,20,5,9.63,39,1,100.0
30,4,2,6.77,11,0,100.0
50,18,3,2.47,50,10,100.0
59,23,6,9.42,42,2,100.0
33,7,2,3.44,40,2,100.0
51,8,0,7.31,23,2,100.0
56,21,0,3.46,12,3,100.0
92,10,0,5.17,18,9,100.0
20,14,9,2.72,19,7,72.83
96,19,3,7.27,48,0,100.0
49,14,0,9.63,41,9,100.0
33,5,0,6.79,30,0,100.0
45,3,10,6.61,21,9,100.0
32,6,2,2.91,15,8,85.66
4,17,7,8.84,16,9,90.95
86,4,9,3.27,31,0,100.0
96,21,2,6.56,18,10,100.0
60,9,4,1.71,46,6,100.0
67,15,10,7.5,11,9,62.46
14,18,3,8.71,48,0,100.0
58,5,7,8.47,46,9,100.0
1,1,1,2.78,8,5,100.0
55,21,6,7.14,37,0,100.0
24,12,4,5.63,6,1,73.08
25,16,7,7.14,26,0,98.18
37,19,0,3.26,16,7,100.0
16,16,6,4.46,5,3,59.13
19,17,7,0.42,31,8,100.0
29,23,0,8.62,31,2,100.0
86,0,2,9.79,34,5,100.0
3,17,9,3.5,3,9,45.48
29,11,10,4.44,30,8,94.72
63,17,3,7.6,26,10,100.0
47,15,9,8.78,50,5,100.0
6,17,1,2.1,6,9,76.25
11,1,8,4.68,37,0,100.0
58,18,10,7.0,13,0,83.12
13,10,7,7.68,5,8,70.52
16,23,9,2.62,26,7,100.0
45,19,8,6.15,17,9,83.85
58,3,9,0.21,35,1,100.0
2,17,3,1.74,23,9,95.22
16,15,5,2.29,21,6,88.55
85,14,1,6.82,37,2,100.0
38,14,10,5.03,18,9,68.8
44,10,6,0.41,31,7,99.02
72,8,1,5.16,11,2,93.77
25,14,4,0.7,9,5,68.34
9,17,7,3.96,2,9,36.65
63,16,10,5.46,2,10,37.35
65,15,4,0.49,11,3,68.53
30,19,3,2.76,42,8,100.0
49,19,8,5.23,37,0,100.0
91,4,10,7.3,29,9,100.0
82,15,7,6.22,8,6,69.76
73,3,7,2.88,42,10,100.0
44,20,8,2.71,6,0,52.18
9,9,9,8.94,11,3,69.7
9,17,9,1.84,28,8,84.6
77,10,0,6.82,8,7,93.44
44,11,2,2.65,9,9,66.92
24,20,7,0.78,50,5,100.0
54,2,0,6.27,37,3,100.0
100,4,4,1.05,18,1,100.0
57,11,3,5.6,28,4,100.0
70,11,8,7.81,4,9,58.42
50,3,3,1.56,48,10,100.0
26,14,7,3.78,12,8,70.33
63,16,9,9.69,42,6,100.0
99,0,9,1.01,13,4,74.36
52,3,2,7.77,6,10,100.0
24,7,0,5.89,0,0,79.96
75,20,7,2.06,19,5,93.46
50,1,4,6.51,31,0,100.0
82,5,9,0.81,17,6,64.38
12,17,8,4.2,15,6,71.02
21,11,6,0.72,13,6,71.21
98,15,6,5.04,8,2,69.17
28,0,10,1.36,30,3,100.0
11,7,7,2.0,2,6,49.02
9,3,8,4.03,14,4,96.58
64,20,9,3.21,38,1,100.0
91,4,3,9.76,23,10,100.0
43,22,1,3.02,19,7,100.0
31,16,0,5.44,16,7,100.0
75,22,2,0.19,3,10,84.56
68,1,2,7.65,47,8,100.0
72,6,4,1.74,41,7,100.0
85,10,6,7.89,10,0,85.03
34,20,8,7.31,45,3,100.0
57,11,9,3.8,39,6,100.0
96,2,6,1.06,22,0,100.0
3,18,8,1.65,9,8,62.94
33,3,2,4.3,18,2,100.0
8,17,4,7.43,36,9,100.0
52,13,8,8.59,14,2,77.53
86,3,8,8.79,48,8,100.0
83,23,10,7.39,13,3,87.72
81,16,6,4.05,44,10,100.0
28,11,8,7.15,34,8,100.0
66,21,9,6.49,15,6,76.44
43,23,3,5.72,29,6,100.0
49,13,5,5.66,8,8,77.49
63,4,2,8.34,18,1,100.0
4,2,0,6.18,11,9,100.0
9,17,9,8.62,26,9,100.0
60,5,7,7.85,13,7,86.7
62,0,1,4.55,19,3,100.0
45,14,7,8.23,35,10,100.0
73,14,4,7.9,12,0,86.24
66,18,9,6.74,27,0,100.0
28,1,2,9.97,1,5,100.0
43,16,5,2.07,19,2,86.98
62,8,4,1.5,24,1,90.62
94,19,3,8.23,8,10,94.21
59,23,1,6.01,48,6,100.0
22,19,2,9.75,45,6,100.0
81,19,8,6.4,29,6,100.0
81,7,7,3.63,41,2,100.0
16,2,4,7.68,26,7,100.0
51,17,1,3.41,5,8,70.07
67,20,10,6.82,0,9,53.22
30,1,9,0.11,38,5,100.0
84,4,10,3.86,14,4,81.1
54,1,9,1.56,3,5,62.59
81,16,0,0.27,19,7,100.0
64,9,8,4.53,33,10,100.0
51,3,0,9.15,9,5,100.0
1,16,9,1.72,31,8,81.35
40,22,9,4.82,3,6,71.21
61,22,9,7.28,34,9,100.0
37,11,1,3.69,44,0,100.0
35,14,6,8.52,40,4,100.0
25,16,9,4.44,16,10,72.72
85,14,2,4.24,0,1,63.21
48,8,3,2.03,50,8,100.0
44,18,2,8.54,44,6,100.0
29,7,0,0.21,7,3,76.31
63,13,3,2.9,29,1,100.0
68,3,3,8.9,0,7,100.0
20,22,0,2.63,17,1,100.0
16,2,0,8.91,32,8,100.0
84,2,1,5.41,34,5,100.0
18,4,2,4.06,40,6,100.0
44,8,3,6.35,24,6,100.0
17,22,7,2.74,5,3,75.02
40,18,9,3.8,48,1,100.0
70,23,4,1.79,18,4,100.0
95,14,9,4.64,27,7,99.08
40,2,1,1.68,20,5,100.0
37,19,4,4.38,27,9,100.0
69,23,9,7.61,39,1,100.0
71,8,3,5.36,48,4,100.0
30,16,5,4.11,20,5,94.26
34,18,9,4.61,32,10,100.0
4,18,2,6.38,34,8,100.0
92,13,8,0.61,44,8,100.0
56,4,3,5.85,10,8,100.0
27,23,9,3.99,17,4,100.0
25,2,8,6.26,6,1,99.5
79,7,5,9.88,23,4,100.0
46,4,1,9.3,47,3,100.0
21,20,8,3.37,45,9,100.0
44,7,4,6.02,21,2,99.97
45,16,9,5.32,24,4,95.62
30,20,10,0.27,47,10,100.0
27,17,8,0.48,8,3,38.44
78,19,7,9.83,38,4,100.0
96,4,2,4.42,11,10,100.0
85,8,6,6.53,33,8,100.0
38,0,0,4.24,32,4,100.0
6,12,8,8.91,12,5,75.77
87,18,7,1.52,39,5,100.0
64,4,0,7.35,13,7,100.0
6,9,1,1.58,44,6,100.0
41,5,0,4.39,36,2,100.0
90,2,3,3.05,15,2,100.0
1,7,2,3.27,49,7,100.0
33,2,9,6.77,29,1,100.0
30,23,6,9.87,24,9,100.0
14,17,2,1.12,45,4,100.0
42,23,8,0.78,26,7,100.0
34,10,1,1.88,16,2,91.21
66,6,8,0.3,12,6,59.05
1,1,1,5.57,19,9,100.0
11,5,10,6.4,18,7,78.01
52,16,7,7.03,8,1,64.69
1,23,7,5.07,14,5,100.0
31,18,0,3.95,13,9,100.0
87,12,4,5.4,46,2,100.0
80,20,2,2.49,9,10,89.18
8,10,4,6.31,9,4,88.7
45,7,3,1.31,27,1,100.0
97,8,9,4.6,45,0,100.0
45,14,6,7.09,49,6,100.0
37,22,9,8.66,7,10,89.2
97,14,2,6.13,24,5,100.0
28,22,4,7.38,31,1,100.0
68,12,5,9.78,23,2,100.0
34,12,6,9.41,9,3,83.44
10,23,6,3.91,50,0,100.0
29,2,10,8.36,36,7,100.0
82,22,0,1.84,16,5,100.0
18,19,10,5.38,17,9,88.92
42,17,2,6.35,23,0,100.0
86,22,3,0.62,19,5,100.0
43,17,8,0.18,5,0,37.79
14,14,6,3.61,30,2,100.0
88,13,4,1.02,35,2,100.0
76,7,10,1.95,22,8,70.83
16,4,7,5.19,32,7,100.0
96,22,8,6.1,26,6,100.0
35,1,9,7.78,33,3,100.0
68,11,1,9.83,11,7,100.0
94,13,9,9.57,46,6,100.0
88,15,3,8.59,3,7,84.25
61,11,2,8.7,48,9,100.0
59,15,4,1.24,45,5,100.0
71,9,0,6.53,17,7,100.0
25,20,10,6.59,39,8,100.0
13,22,7,3.5,3,6,75.77
43,16,8,7.86,18,8,85.0
88,20,3,0.56,4,0,66.7
58,15,0,9.7,17,6,100.0
91,18,4,7.84,2,2,77.79
58,0,4,8.56,34,1,100.0
71,20,10,2.38,42,8,100.0
82,12,3,1.26,4,5,57.32
99,22,10,9.34,23,1,100.0
49,18,0,7.47,18,7,100.0
13,9,1,5.13,35,7,100.0
48,4,10,8.16,20,5,100.0
35,9,1,6.25,7,9,91.15
33,9,2,0.94,17,6,93.19
79,21,1,5.97,36,0,100.0
6,23,2,5.83,44,4,100.0
56,21,9,8.27,5,10,63.6
35,13,1,6.73,22,0,100.0
5,14,6,4.39,5,2,57.41
43,18,8,0.62,33,0,100.0
78,18,7,5.85,16,2,85.07
24,11,7,4.69,12,8,67.79
25,13,5,8.49,1,4,68.38
7,8,1,1.03,26,5,100.0
37,5,3,0.43,48,10,100.0
77,10,9,8.42,35,1,100.0
77,6,1,8.57,22,9,100.0
39,20,5,6.25,23,0,100.0
7,9,1,1.58,13,8,82.5
61,6,1,4.96,21,3,100.0
53,21,10,7.26,40,10,100.0
19,18,5,2.4,5,0,65.4
26,4,9,4.45,19,9,100.0
41,0,2,2.81,19,0,100.0
20,16,10,8.42,24,9,100.0
61,0,5,7.51,5,6,99.28
35,0,3,3.04,46,3,100.0
87,6,2,7.63,9,4,92.41
96,10,3,4.43,36,8,100.0
24,10,2,5.75,18,9,100.0
71,10,1,6.08,1,7,72.07
95,23,7,4.41,3,2,95.81
39,7,8,9.45,38,3,100.0
86,21,10,9.01,6,3,68.45
47,13,1,9.94,28,4,100.0
36,7,2,1.28,38,4,100.0
76,10,10,6.16,3,10,42.87
46,17,5,7.1,22,3,100.0
57,14,0,9.05,40,4,100.0
77,9,2,9.73,44,9,100.0
77,11,0,9.15,48,4,100.0
20,6,7,1.16,48,2,100.0
76,23,7,7.39,8,8,85.53
37,19,0,6.45,3,7,93.96
99,2,4,1.47,40,1,100.0
24,12,4,1.86,37,1,100.0
42,16,1,8.93,9,7,93.76
50,13,9,2.12,20,0,70.1
55,15,8,7.99,27,4,100.0
22,17,7,1.17,36,7,100.0
91,8,1,9.8,37,1,100.0
62,4,2,4.1,28,9,100.0
69,11,8,2.24,12,3,56.89
28,19,7,5.89,50,4,100.0
18,5,7,3.46,3,9,43.76
8,3,9,8.42,26,0,100.0
80,19,10,0.84,46,2,100.0
6,5,10,4.03,22,5,74.87
95,11,4,9.29,40,8,100.0
45,18,3,2.32,1,3,76.48
71,18,2,6.67,8,10,100.0
48,12,8,0.3,22,3,83.99
22,15,7,5.9,40,0,100.0
66,20,5,3.98,31,5,100.0
49,20,7,5.73,19,10,89.61
53,4,2,7.7,12,4,100.0
26,9,9,4.65,28,7,88.11
53,7,6,1.56,16,9,73.76
54,16,4,9.78,12,3,91.85
54,1,9,8.98,49,7,100.0
11,1,1,7.25,48,0,100.0
